open,high,low,close,volume,marketCap,timestamp
20.6661767868,22.1290006672,20.6157185946,21.8318902449,991669491.07,10195701248.52,"2022-01-02T00:00:00.000Z"
21.8320733681,23.6099204143,21.3468637604,23.57390519,1570395058.57,11009238864.88,"2022-01-03T00:00:00.000Z"
23.5930260097,24.3878757776,22.9035615358,23.5258646406,1880544654.64,10986803469.54,"2022-01-04T00:00:00.000Z"
23.525679026,27.2875875301,22.8316720397,25.4478021168,4041232729.07,11884366626.27,"2022-01-05T00:00:00.000Z"
25.4366047937,25.9197428101,23.5453967665,25.3772134311,3194740641.29,11851401035.9,"2022-01-06T00:00:00.000Z"
25.3733189479,27.1326869001,22.9079316543,25.9606399742,3714503463.73,12123866803.47,"2022-01-07T00:00:00.000Z"
25.9620749708,27.1771687918,23.8105710087,25.4748000959,2828318535.19,11896974940.32,"2022-01-08T00:00:00.000Z"
25.4757812123,28.5111891611,25.2950088374,27.5662178444,3305192981.05,12873687002.84,"2022-01-09T00:00:00.000Z"
27.5621196688,28.3807244751,25.3518899613,27.8832671175,3384889430.86,13021752041.35,"2022-01-10T00:00:00.000Z"
27.8904711286,28.5709365488,26.0219332761,26.6909511221,2522063090.3,12464929084.32,"2022-01-11T00:00:00.000Z"
26.6882641704,27.1318227519,25.7715721591,26.7779453657,1991680591.92,12505556226.92,"2022-01-12T00:00:00.000Z"
26.7782322456,26.7782322456,24.5705594114,24.8728526465,1559977351,11615859732.59,"2022-01-13T00:00:00.000Z"
24.8747530157,25.8210683971,24.0492631411,25.7817676722,1319205919.02,12040331706.46,"2022-01-14T00:00:00.000Z"
25.7748811899,26.1407113706,25.2408793456,25.2528322971,968706043.55,11793313835.2,"2022-01-15T00:00:00.000Z"
25.250362244,26.2662498714,24.8750074029,25.5531562791,955673115,11933568002.76,"2022-01-16T00:00:00.000Z"
25.5532029325,25.5981902767,23.4360066197,23.841059119,942248765.53,11134002279.26,"2022-01-17T00:00:00.000Z"
23.8396181894,24.2893014677,22.1735922247,23.0037192097,992141255.87,10742956545.41,"2022-01-18T00:00:00.000Z"
23.0038809906,23.1097032606,21.3449749051,21.6539927694,1017408544.15,10112621408.58,"2022-01-19T00:00:00.000Z"
21.6537171307,22.8907665464,20.1951394609,20.1951394609,712920312.18,9431322982.14,"2022-01-20T00:00:00.000Z"
20.206175862,20.4439473803,17.3417811867,17.4261886262,1701511645.67,8138196500.18,"2022-01-21T00:00:00.000Z"
17.4337482121,17.7492225538,14.5934362882,15.8275860015,1835315578.44,7391633808.57,"2022-01-22T00:00:00.000Z"
15.8355289448,16.7441869193,15.2897653698,16.56523428,1291236126.11,7736122598.82,"2022-01-23T00:00:00.000Z"
16.5747589516,16.6019475311,13.6203522434,15.5841615547,1683893370.35,7277952267.31,"2022-01-24T00:00:00.000Z"
15.5843804606,15.9915300106,14.6914713038,15.527324838,1111524593.29,7251408977.85,"2022-01-25T00:00:00.000Z"
15.5238033169,16.6352765608,14.827955438,15.2705650506,1232890804.74,7131499705.2,"2022-01-26T00:00:00.000Z"
15.2679073608,15.6358256101,14.4238703276,15.1805182737,940104102.17,7089447000.5,"2022-01-27T00:00:00.000Z"
15.1768933573,16.2113011222,14.8016822806,16.1232863389,836710757.77,7529728689.95,"2022-01-28T00:00:00.000Z"
16.1240107497,16.6396235309,16.0094139874,16.2059041232,636807815.87,7568311984.13,"2022-01-29T00:00:00.000Z"
16.2092333845,17.9998358249,16.1055968229,17.7685329204,1053942920.99,8298074554.8,"2022-01-30T00:00:00.000Z"
17.7703572674,17.7903815377,16.6273291225,17.2404268573,1092970484.01,8051443980.17,"2022-01-31T00:00:00.000Z"
17.2382315057,17.7875581869,16.9229410179,17.0242919995,867224795.33,7950506937.62,"2022-02-01T00:00:00.000Z"
17.0228914963,17.3261648534,15.7279152344,15.8191876706,688131680.33,7387711707.84,"2022-02-02T00:00:00.000Z"
15.8126651186,16.2432897759,15.3688284388,16.1781109243,703499783.2,7555332294.87,"2022-02-03T00:00:00.000Z"
16.1768370259,17.4454414123,16.0548456266,17.4454414123,794900303.83,8147187735.15,"2022-02-04T00:00:00.000Z"
17.4512971787,18.2580839451,17.4512971787,17.8026937649,751330474.86,8314027995.4,"2022-02-05T00:00:00.000Z"
17.8030480036,18.117868711,17.3299016027,18.039452511,524933401.33,8424596590.75,"2022-02-06T00:00:00.000Z"
18.0425842566,19.3238854925,17.7467973005,18.8767945883,965971035.22,8815643337.1,"2022-02-07T00:00:00.000Z"
18.8833223728,19.4760218868,17.8212997948,18.4263555269,967552188.18,8605283993.94,"2022-02-08T00:00:00.000Z"
18.4185471419,18.7315286917,17.86340737,18.6427351517,595027111.35,8706335345.04,"2022-02-09T00:00:00.000Z"
18.6442197482,18.7364267,17.4854954903,17.5256237735,908391839.19,8184633663.54,"2022-02-10T00:00:00.000Z"
17.5265930664,17.7965883999,16.0196039181,16.1842811912,763347981.78,7558213868.4,"2022-02-11T00:00:00.000Z"
16.1848201626,16.3579300094,15.655255789,15.9513900973,626686625.09,7449451503.58,"2022-02-12T00:00:00.000Z"
15.9510712932,16.3012168269,15.6163744822,15.7358656185,452404672.57,7348799513.79,"2022-02-13T00:00:00.000Z"
15.7251980993,16.0742683648,15.2859440824,15.9398962531,591985332.68,7444083768.55,"2022-02-14T00:00:00.000Z"
15.9385485343,17.3624091992,15.8543017422,17.3198596487,664037509.78,8088539852.28,"2022-02-15T00:00:00.000Z"
17.3220999095,17.3519831872,16.582589159,17.1741334252,611453252.83,8020484314.32,"2022-02-16T00:00:00.000Z"
17.1632012609,17.4124324153,15.5552198324,15.5722445817,728506248.95,7272386927.12,"2022-02-17T00:00:00.000Z"
15.5801628935,16.01379114,15.1363622847,15.2323807756,606968424.14,7113667284.13,"2022-02-18T00:00:00.000Z"
15.2292767368,15.6026831655,14.8952101517,15.5215630892,481658063.99,7248718186.16,"2022-02-19T00:00:00.000Z"
15.5217500259,15.5217500259,14.4916275207,14.6491027249,563513095.31,6841270864.43,"2022-02-20T00:00:00.000Z"
14.6491107954,15.2651155842,13.5141965663,13.5381145094,891469435.27,6322428758.39,"2022-02-21T00:00:00.000Z"
13.531327582,14.1368511859,13.1805790261,14.0269598296,787190111.46,6550724191.17,"2022-02-22T00:00:00.000Z"
14.0263433456,14.5828293271,13.4071905404,13.4071905404,689391649.94,6261286014.61,"2022-02-23T00:00:00.000Z"
13.4024566137,13.7541674955,11.4965870871,13.2672284176,1610374416.79,6195922366.71,"2022-02-24T00:00:00.000Z"
13.2682533676,14.4559626161,13.1612787591,14.3385657441,895644067.81,6696247128.92,"2022-02-25T00:00:00.000Z"
14.3380973367,14.8925267789,14.1930474133,14.6903198079,720663937.38,6860519635.81,"2022-02-26T00:00:00.000Z"
14.6887672976,14.8178635998,13.5693249779,13.6542659503,771250376.54,6376672590.47,"2022-02-27T00:00:00.000Z"
13.6530626455,15.1164704785,13.4302543761,15.1164704785,847661301.28,7059536068.52,"2022-02-28T00:00:00.000Z"
15.1173320501,15.687609136,14.8462803723,15.3347079492,879579687.72,7161455051.39,"2022-03-01T00:00:00.000Z"
15.3353498516,15.8127026931,15.0128083517,15.294949443,882202397.41,7142887449.33,"2022-03-02T00:00:00.000Z"
15.2952407583,15.3350234501,14.5505445501,14.8971056483,645474813.74,6957090597.96,"2022-03-03T00:00:00.000Z"
14.8982628395,14.9282269535,13.6456328111,13.7148755707,741956068.01,6404977862.02,"2022-03-04T00:00:00.000Z"
13.71846622,14.227136765,13.5028167385,14.022286433,435915275.8,6548541670.32,"2022-03-05T00:00:00.000Z"
14.0230508572,14.0946379859,13.3339854827,13.3381354069,470032067.29,6229036607.82,"2022-03-06T00:00:00.000Z"
13.3386307106,13.6164744455,12.5135279775,12.712721437,832604165.48,5936962311.48,"2022-03-07T00:00:00.000Z"
12.7124537868,13.5127088584,12.6566072913,13.0775111441,783095580.56,6107322588.28,"2022-03-08T00:00:00.000Z"
13.0806075668,14.3583925614,13.0806075668,14.0158936876,835748198.76,6545556197.18,"2022-03-09T00:00:00.000Z"
14.0147895592,14.0793693368,13.0538366756,13.1957248168,681196682.33,6162529502.3,"2022-03-10T00:00:00.000Z"
13.1962757863,13.5828394967,12.888591135,13.0781985839,602728182.68,6107643629.22,"2022-03-11T00:00:00.000Z"
13.0779376779,13.4273483733,13.0712971063,13.1861594073,413115365.83,6158062364.72,"2022-03-12T00:00:00.000Z"
13.1813570584,13.3975943346,12.6639512287,12.7404577497,394434361.29,5949915434.38,"2022-03-13T00:00:00.000Z"
12.7393924169,13.4014711901,12.6593489056,13.4014711901,597073217.14,6258615023.39,"2022-03-14T00:00:00.000Z"
13.4006302496,13.753413221,12.9200255759,13.7142778756,532677811.63,6404698732.68,"2022-03-15T00:00:00.000Z"
